The Middle Ages was a period of approximately one thousand years of history; generally accepted as spanning from the fall of the Roman Empire (toward the end of the 5th century) to the Protestant reformation in the 16th century. This period began with a demographic downturn at the end of the Roman imperial era, with European populations shrinking and many cities and rural estates abandoned. A cooling climate, disease, and political disorder each played a part in this opening period which saw Classical Mediterranean civilization eclipsed. Across Europe, there emerged smaller, more localized hybrid societies combining Roman, Christian and Germanic or Celtic barbarian influences. By the 9th and 10th centuries, populations had reached their minima, and Europe became a largely rural and somewhat backward region. Commerce and learning flourished in the Islamic world, China and India during the same period. Islamic armies conquered Spain during the 7th and 8th centuries, but were defeated by the Frankish kingdom in 732 when they attempted to enter France.	Q: Approximately how many years of history is the middle ages?/A: one thousands years##Q: What event marks the beginning of the middle ages?/A: Fall of the Roman Empire##Q: What event marks the end of the middle ages?/A: the Protestant reformation##Q: What happened demographically at the end of the Roman imperial era?/A: the populations shrunk, cities abandoned##Q: give three reasons for the middle ages/A: cooling climate, disease, political disorder##Q: What civilization was eclipsed in the middle ages?/A: Classical Mediterranean##Q: What 3 societies combined in the middle ages?/A: Roman, Christian, Germanic or Celtic barbarian##Q: What places flourished in the middle ages?/A: the Islamic world, China, and India##Q: When did Islamic Armies conquer Spain?/A: 7th and 8th centuries##Q: What happened in 732 when the Islams tried to invade france?/A: the Frankish kingdom deated them##Q: When did the Islams try to invade France?/A: 732
The turn of the first millennium saw renewed growth and activity, as kings and cities consolidated their authority and began to repopulate lands left empty by Rome's decline. Warmer weather after 900 allowed more land to be brought into food production. The feudal system of agriculture, where peasants were tied to their estates by obligations to local lords or to the church, provided a degree of economic stability. This was aided by the arrival in Europe of the horse collar from Asia, which increased crop yields by allowing plows to be drawn by horse, rather than by slower oxen. Commercial towns flourished in England, France and the Low Countries. German rulers dispatched monks and peasants to clear forests and settle in Eastern Europe and the Baltic regions. The city-states of northern Italy rose in wealth and influence. Islamic Spain became a center of learning and culture where Christians, Muslims and Jews coexisted in relative amity. Despite many local wars and disputes between knights, the High Middle Ages, from 1000–1250, saw growing populations and prosperity enough to build great cathedrals and send European armies abroad on crusades.	Q: When in the Middle Ages did growth and activity renew?/A: The turn of the first mellinium##Q: When in the middle ages did warmer weather happen?/A: 900##Q: What was the effect of warmer weather in 900s?/A: more land could be brought into food production##Q: What agricultural system provided a degree of economic stability in the middle ages?/A: Feudal system##Q: What technology allowed faster agriculture in Europe during the middle ages?/A: the Horse collar##Q: What culture did the Horse Collar originate in?/A: Asia##Q: Why was the horse collar beneficial?/A: It allowed crops to be plowed by horses instead of slower oxen##Q: When was the High Middle Ages?/A: 1000-1250##Q: What did the relative prosperity in the High Middle Ages allow europeans to do?/A: build great cathedrals and send European armies abroad on crusades
After 1250, demographic stagnation emerged. Population growth slowed or stopped as the limits of medieval agriculture were reached. Major conflicts between powerful kingdoms, such as the Hundred Years' War between England and France, became more frequent. The Christian church, previously secure in its spiritual authority, was racked by schisms and increasing financial corruption. The year 1348 saw a catastrophe as the virulent bubonic plague (the "Black Death"), entered Italy, carried by ships from Asia. It spread across the continent over three years killing, by some estimates, one-third of all Europeans. Many believed it was the end of the world foretold by Christian prophecy. Along with its suffering, the plague wrought economic havoc, driving up the cost of labor and making the old feudal system untenable, as surviving peasants scorned its demands.	Q: What happened in Europe after 1250?/A: demographic stagnation occurred##Q: Why did demographics stagnate after 1250 in Europe?/A: the limits of agriculture were reached##Q: What two countries was the Hundred Years' War between?/A: England and France##Q: What year did the bubonic plague happen?/A: 1348##Q: What is another name for the bubonic plague?/A: Black death##Q: How did the Bubonic Plague enter europe?/A: through Italy from ships from Asia##Q: What porportion of Europeans did the bubonic plague kill?/Q: one third##Q: What did many people believe the black death was?/A: The end of the world from Christian prophecy##Q: What was an effect of the black death on the feudal system?/A: it made it untenable
The following century and a half transformed Europe from a patchwork of feudal fiefdoms, under loose royal and church control, into a collection of newborn but increasingly unified national states. Towns became centers of resistance and dissent to the old royal and church authorities. Former noble and knightly influence declined, and rulers realigned themselves toward the increasingly wealthy and influential burgher and merchant classes. Emergence of the printing press and spreading literacy, increased religious and political conflict in many countries. By 1500, Christopher Columbus had sailed across the ocean to the New World, and Martin Luther was about to challenge the authority of the Roman Papacy and its right to award dispensation of sins for money. These developments opened the modern era of history, and brought the Middle Ages to their true end.	Q: How did Europe transform in the century and a half after the black death?/A: It gained nation states##Q: In the late middle ages, what did towns become?/A: places of dissent to authorities##Q: What effect did literacy and the printing press have in many countries?/A: increased religious and political conflict##Q: What two developments brought the middle ages to their end?/A: Christopher Columbus sailing to the New World and Martin Luther chalenging the Church
A number of modern institutions have their roots in the Middle Ages. The concept of nation-states with strong central governmental power stems from the consolidation of powers by some kings of the Middle Ages. These kings formed royal courts, appointed sheriffs, formed royal armies, and began to collect taxes - all concepts central to modern government. A leading example was the French kingdom, ruled by the Capetian dynasty from 987 until the early 14th century. French provincial nobles and their castles and knights were brought under effective royal control during this time, and national unity benefited. Conversely Germany, which had strong kings in the 10th and early 11th centuries, suffered a series of political conflicts during the High Middle Ages between rulers and the Church, which weakened national cohesion and elevated regional lords to great influence.	Q: From where does the concept of strong central governments come from?/A: kings in the Middle Age
During the Middle Ages, Kings originally called Parliaments to explain their policies and ask for money. Parliaments at this time represented the three collective estates - the clergy, nobles, and merchants - not individuals.	Q: During the middle ages, what were Parliaments called on for?/A: Explain their policies and ask for money##Q: What did parliments not represent in the Middle Ages?/A: individual people##Q: What three estates did Parliaments represent in the Middle Agse?/A: clergy, nobles, and merchants
The idea of limited government also arose, challenging the traditional notion at the time that rulers were all-powerful (such as a Roman emperor or an Egyptian pharaoh). The most substantial occurrence was in 1215, when the nobles of England asserted their rights against King John in the Magna Carta. In addition, the notion of parliaments, as explained above, came into existence, and the reciprocal nature of the feudal and manorial contracts laid the most basic groundwork for the concept of the social contract. In addition, the formation of governmental bureaucracy began during this time, as the royal councils of medieval kings evolved into modern government departments. Finally, the regulation of goods and services became increasingly prominent during the Middle Ages, as guilds protected the consumer from poor products. Thinkers of the Renaissance and the Enlightenment tended to look at the Middle Ages with scorn, but the Middle Ages were essential in laying the groundwork for the times to come.	What was the most substantial occurence of limited government in the Middle Ages?/A: the Magna Carta##Q: When was the Magna Carta?/A: 1215##Q: Who made the Magna Carta?/A: British Nobles##Q: Who was the Magna Carta against?/A: King John##Q: What did the royal councils of medival kings evolve into?/A: governmental departments##Q: How were goods and services regulated in the Middle Ages?/A: Guilds protected the consumer from poor products##Q: How did thinkers of the Renaissance and Enlightenment look towards the middle ages?/A: with scorn
The history of the Crusades is a  violent one. In 1095, Pope Urban II called for the First Crusade. These were a series of military expeditions by European Catholics. The goal was for the European Catholics to take back the Holy Land, which was mostly controlled by Muslims. These conflicts ended in 1571, due to the Protestant Reformation, which led to a decrease in papal authority and overall decline in Catholicism. The Crusades lasted a very long time and caused much division in Europe.	Q: When did Pope Urban II call for the First Crusade?/A: 1095##Q: Who called for the First Crusade?/A: Pope Urban II##Q: What was the goal of the Crusades?/A: Catholics to take back the Holy Land##Q: During the crusades, who controlled the Holy Land?/A: Muslims##Q: When did the Crusades end?/A: 1571##Q: Why did the Crusades end?/A: the Protestant REformation
Christianity was used to justify the crusaders’ atrocities. The crusading armies were made up of mercenaries hired by the Catholic Church, which gave mercenaries a reason to sack and loot Muslim towns and cities. The papacy also told crusaders to crush domestic enemies  such as so-called pagans, witches and heretics. Knights and noblemen could seize land and force commoners to live in servitude; these domestic Crusades were used to terrorize poor people. This idea of forcing the poor into servitude also influenced the development of slavery in the Americas.	Q: ______ was used to justify the crustaders' atrocities/A: Christianity##Q: Who were the crusading armies made up of?/A: mercenaries hired by the Catholic Church##Q: What unethical thing could noble people do during the Crusades?/A: sieze land and force people to live in servitude##Q: How did the crusades influence slavery in the Americas?/A: it popularized the idea of forcing people into slavery
According to historian Roxanne Dunbar-Ortiz, the Crusades also played a part in the birth of white supremacy across the world. The phrase Limpieza de Sangre, meaning “cleanliness of blood,” was popular during the Crusades and was also used during the Spanish Inquisition. Dunbar-Ortiz also states that white supremacy was “ the core ideology of modern colonialism”. This newborn idea of white supremacy gave privilege to “ Old Christians” whether they were poor or rich. This idea of “ Old Christians” punished Jews and Muslims who were forced to convert to Christianity. Elie Wiesel observed, “The road to Auschwitz was paved with the earliest days of christendom”. In this way, the Crusades are also influential in the rise of white supremacy. 	Q: Which racist idea did the crusades also play a part in developing?/A: White supremacy##Q: What does Limpieza de Sangre mean?/A: "cleanliness of blood"
